"accounting_id","Account Number","Transaction_ID","Post date","is_debit","Transaction Amount"
"338","64400","713834","2024-04-18","1","1397.02"
"339","64400","713841","2024-04-19","1","673.95"
"340","64400","713848","2024-04-22","1","555.07"
"341","64400","713855","2024-04-15","1","182.55"
"342","64400","713859","2024-04-13","1","350.34"
"343","64400","713863","2024-04-17","1","409.61"
"344","64400","713867","2024-04-12","1","686.9"
"345","64400","713874","2024-04-18","1","563.75"
"346","64400","714109","2024-04-24","1","126.75"
"347","64400","714117","2024-04-23","1","778.48"
"348","64400","714918","2024-04-29","1","126.75"
"349","64400","714922","2024-04-26","1","384"
"350","64400","714926","2024-04-27","1","95.8"
"351","64400","714930","2024-04-26","1","126.75"
"352","64400","714934","2024-04-25","1","126.75"
"353","64400","715107","2024-04-20","1","217.14"
"354","64400","715111","2024-04-20","1","198.75"
"355","64400","715115","2024-04-22","1","966.92"
"356","64400","715137","2024-04-25","1","819.79"
"357","64400","716682","2024-04-29","1","480"
"358","64400","716738","2024-04-30","1","126.75"
"359","64400","716762","2024-04-30","1","1462.9"
"360","64400","716776","2024-04-29","1","620.75"
"361","64400","716882","2024-04-27","1","1022.09"
"362","64400","716889","2024-04-29","1","425.26"
"363","64400","716896","2024-04-25","1","634.13"
"364","64400","717028","2024-04-30","1","35.97"
"365","64400","655230","2022-12-13","1","82.6"
"366","64400","655234","2022-12-12","1","82.6"
"367","64400","655238","2022-12-11","1","82.6"
"368","64400","655242","2022-12-12","1","360"
"369","64400","655605","2022-12-15","1","82.6"
"370","64400","656253","2022-12-16","1","82.6"
"371","64400","656290","2022-12-15","1","558.02"
"372","64400","656298","2022-12-16","1","463.84"
"373","64400","656314","2022-12-13","1","214.43"
"374","64400","656337","2022-12-07","1","786.24"
"375","64400","656487","2022-12-19","1","82.6"
"376","64400","656491","2022-12-17","1","82.6"
"377","64400","656495","2022-12-18","1","82.6"
"378","64400","656499","2022-12-19","1","61.63"
"379","64400","656507","2022-12-21","1","41.43"
"380","64400","656977","2022-12-20","1","82.6"
"381","64400","657273","2022-12-14","1","82.6"
"382","64400","657277","2022-12-08","1","82.6"
"383","64400","657362","2023-01-09","1","82.6"
"384","64400","657366","2023-01-08","1","240"
"385","64400","657433","2023-01-10","1","82.6"
"386","64400","657586","2023-01-12","1","82.15"
"387","64400","657590","2023-01-11","1","82.15"
"388","64400","658007","2023-01-13","1","82.15"
"389","64400","658491","2023-01-17","1","79.85"
"390","64400","658495","2023-01-17","1","82.15"
"391","64400","658499","2023-01-14","1","82.15"
"392","64400","658518","2023-01-12","1","107.18"
"393","64400","658544","2023-01-16","1","264"
"394","64400","658576","2023-01-16","1","82.15"
"395","64400","658580","2023-01-15","1","82.15"
"396","64400","658776","2023-01-16","1","592.71"
"397","64400","658922","2023-01-18","1","82.15"
"398","64400","659198","2023-01-19","1","82.15"
"399","64400","659331","2023-01-20","1","80.05"
"400","64400","659458","2023-01-16","1","105.54"
"401","64400","659465","2023-01-18","1","537.79"
"402","64400","659505","2023-01-21","1","80.05"
"403","64400","659509","2023-01-22","1","80.05"
"404","64400","659526","2023-01-23","1","80.05"
"405","64400","659543","2023-01-24","1","80.05"
"406","64400","659570","2023-01-23","1","877.78"
"407","64400","659700","2023-01-25","1","80.05"
"408","64400","659854","2023-01-23","1","514.74"
"409","64400","659989","2023-01-26","1","80.05"
"410","64400","659993","2023-01-27","1","80.05"
"411","64400","659997","2023-01-28","1","80.05"
"412","64400","660001","2023-01-29","1","80.05"
"413","64400","660005","2023-01-30","1","80.05"
"414","64400","660068","2023-01-31","1","80.05"
"415","64400","660072","2023-01-09","1","604.37"
"416","64400","660098","2023-01-27","1","264"
"417","64400","660332","2023-02-01","1","80.05"
"418","64400","660479","2023-02-01","1","168"
"419","64400","660483","2023-02-02","1","80.05"
"420","64400","660617","2023-02-04","1","80.05"
"421","64400","660621","2023-02-05","1","80.05"
"422","64400","660625","2023-02-06","1","80.05"
"423","64400","660629","2023-02-03","1","80.05"
"424","64400","661151","2023-02-07","1","80.05"
"425","64400","661155","2023-02-08","1","80.05"
"426","64400","661300","2023-02-09","1","80.05"
"427","64400","661304","2023-02-08","1","192"
"428","64400","661316","2023-02-07","1","166.44"
"429","64400","661320","2023-02-06","1","627.79"
"430","64400","662829","2023-02-03","1","190.8"
"431","64400","662865","2023-02-13","1","80.05"
"432","64400","662869","2023-02-10","1","80.05"
"433","64400","662873","2023-02-12","1","80.05"
"434","64400","662877","2023-02-11","1","80.05"
"435","64400","662895","2023-02-14","1","80.05"
"436","64400","662899","2023-02-13","1","667.63"
"437","64400","662950","2023-02-03","1","238.65"
"438","64400","662954","2023-02-08","1","408.11"
"439","64400","662958","2023-02-06","1","637.05"
"440","64400","663104","2023-02-15","1","80.05"
"441","64400","663108","2023-02-16","1","80.05"
"442","64400","663230","2023-02-16","1","264"
"443","64400","663234","2023-02-17","1","80.05"
"444","64400","663344","2023-02-17","1","125.75"
"445","64400","663351","2023-02-13","1","357.29"
"446","64400","663358","2023-02-10","1","196.05"
"447","64400","663362","2023-02-11","1","54.55"
"448","64400","663366","2023-02-15","1","732.54"
"449","64400","663373","2023-02-14","1","483.93"
"450","64400","663678","2023-02-19","1","80.05"
"451","64400","663690","2023-02-18","1","80.05"
"452","64400","663794","2023-02-17","1","156.2"
"453","64400","664147","2023-02-23","1","312"
"454","64400","664151","2023-02-27","1","144"
"455","64400","664155","2023-02-26","1","80.05"
"456","64400","664159","2023-02-27","1","80.05"
"457","64400","664163","2023-02-25","1","80.05"
"458","64400","664167","2023-02-22","1","80.05"
"459","64400","664171","2023-02-23","1","80.05"
"460","64400","664175","2023-02-24","1","80.05"
"461","64400","664179","2023-02-28","1","80.05"
"462","64400","664291","2023-02-24","1","815.52"
"463","64400","664295","2023-02-24","1","352.48"
"464","64400","664305","2023-02-23","1","579.88"
"465","64400","664384","2023-02-22","1","940.26"
"466","64400","664388","2023-02-27","1","513.07"
"467","64400","664818","2023-03-04","1","80.05"
"468","64400","664822","2023-03-06","1","80.05"
"469","64400","664826","2023-03-05","1","80.05"
"470","64400","664830","2023-03-01","1","80.05"
"471","64400","664834","2023-03-02","1","80.05"
"472","64400","664838","2023-03-03","1","80.05"
"473","64400","664959","2023-02-27","1","624.46"
"474","64400","664966","2023-03-01","1","428.57"
"475","64400","665029","2023-03-04","1","192"
"476","64400","665276","2023-03-07","1","80.05"
"477","64400","665488","2023-03-10","1","80.05"
"478","64400","665492","2023-03-10","1","80.05"
"479","64400","665496","2023-03-08","1","80.05"
"480","64400","665558","2023-03-12","1","264"
"481","64400","665562","2023-03-13","1","91"
"482","64400","665566","2023-03-11","1","91"
"483","64400","665570","2023-03-12","1","91"
"484","64400","665767","2023-03-08","1","1827.23"
"485","64400","665774","2023-03-03","1","331.7"
"486","64400","665781","2023-03-06","1","606.57"
"487","64400","665817","2023-03-14","1","91"
"488","64400","665829","2023-03-13","1","708.96"
"489","64400","666030","2023-02-01","1","330.29"
"490","64400","666037","2023-02-21","1","670.34"
"491","64400","666154","2023-03-15","1","91"
"492","64400","666158","2023-03-16","1","91"
"493","64400","666225","2023-03-17","1","91"
"494","64400","666229","2023-03-13","1","717.32"
"495","64400","666239","2023-03-10","1","56.89"
"496","64400","666489","2023-03-10","1","191.55"
"497","64400","666493","2023-03-10","1","136.8"
"498","64400","666565","2023-03-19","1","94.8"
"499","64400","666569","2023-03-18","1","91"
"500","64400","666593","2023-03-18","1","360"
"501","64400","666597","2023-03-20","1","94.8"
"502","64400","666832","2023-03-20","1","1040.3"
"503","64400","666839","2023-03-21","1","94.8"
"504","64400","666911","2023-03-21","1","130"
"505","64400","666927","2023-03-22","1","94.8"
"506","64400","666939","2023-03-22","1","131.9"
"507","64400","667521","2023-03-23","1","94.8"
"508","64400","667525","2023-03-24","1","94.8"
"509","64400","667651","2023-03-20","1","663.31"
"510","64400","667658","2023-03-17","1","255.2"
"511","64400","668152","2023-04-03","1","94.8"
"512","64400","668861","2023-04-04","1","94.8"
"513","64400","670030","2023-04-07","1","94.8"
"514","64400","670034","2023-04-06","1","94.8"
"515","64400","670038","2023-04-05","1","94.8"
"516","64400","670046","2023-04-05","1","250"
"517","64400","670050","2023-04-08","1","1082"
"518","64400","670054","2023-04-04","1","1348.05"
"519","64400","670086","2023-04-09","1","94.8"
"520","64400","670090","2023-04-08","1","94.8"
"521","64400","670094","2023-04-10","1","94.8"
"522","64400","670187","2023-04-05","1","518.28"
"523","64400","670191","2023-04-04","1","674.42"
"524","64400","670198","2023-04-10","1","37.68"
"525","64400","670205","2023-04-10","1","556.25"
"526","64400","670235","2023-04-11","1","94.8"
"527","64400","670279","2023-04-06","1","168.3"
"528","64400","670315","2023-04-12","1","94.8"
"529","64400","670319","2023-04-10","1","386.84"
"530","64400","670358","2023-04-13","1","94.8"
"531","64400","670362","2023-04-12","1","346"
"532","64400","670602","2023-04-14","1","94.8"
"533","64400","670674","2023-04-16","1","94.8"
"534","64400","670678","2023-04-15","1","94.8"
"535","64400","670682","2023-04-17","1","94.8"
"536","64400","670686","2023-04-18","1","94.8"
"537","64400","670690","2023-04-17","1","288"
"538","64400","670726","2023-04-14","1","742.43"
"539","64400","670802","2023-04-17","1","882.82"
"540","64400","670839","2023-04-15","1","521.16"
"541","64400","670843","2023-04-10","1","747.2"
"542","64400","670935","2023-04-19","1","94.8"
"543","64400","670939","2023-04-18","1","321.3"
"544","64400","671061","2023-04-24","1","110.1"
"545","64400","671065","2023-04-21","1","110.1"
"546","64400","671069","2023-04-20","1","432"
"547","64400","671137","2023-04-19","1","1484.89"
"548","64400","671141","2023-04-13","1","124"
"549","64400","671148","2023-04-20","1","135.99"
"550","64400","671257","2023-04-25","1","110.1"
"551","64400","671621","2023-04-27","1","312"
"552","64400","671625","2023-05-01","1","138.6"
"553","64400","671629","2023-04-27","1","110.1"
"554","64400","671633","2023-04-26","1","110.1"
"555","64400","671637","2023-04-28","1","110.1"
"556","64400","671733","2023-04-29","1","330.58"
"557","64400","671740","2023-04-28","1","749.58"
"558","64400","671744","2023-04-25","1","787.26"
"559","64400","671872","2023-05-02","1","138.6"
"560","64400","671876","2023-05-01","1","763.32"
"561","64400","671880","2023-05-01","1","414.75"
"562","64400","671884","2023-05-01","1","1497.34"
"563","64400","671891","2023-05-02","1","480"
"564","64400","671923","2023-05-03","1","138.6"
"565","64400","672106","2023-04-20","1","94.8"
"566","64400","672110","2023-04-22","1","155.3"
"567","64400","672114","2023-04-22","1","110.1"
"568","64400","672118","2023-04-29","1","110.1"
"569","64400","672122","2023-04-30","1","138.6"
"570","64400","672257","2023-05-06","1","123.3"
"571","64400","672261","2023-05-06","1","68.4"
"572","64400","672265","2023-05-07","1","123.3"
"573","64400","672269","2023-05-07","1","68.4"
"574","64400","672273","2023-05-04","1","138.6"
"575","64400","672283","2023-05-05","1","138.6"
"576","64400","672287","2023-05-05","1","68.4"
"577","64400","672335","2023-05-02","1","2044.44"
"578","64400","672422","2023-05-08","1","123.3"
"579","64400","672559","2023-05-08","1","288"
"580","64400","672563","2023-05-09","1","123.3"
"581","64400","672579","2023-05-08","1","906.68"
"582","64400","672608","2023-05-08","1","968.76"
"583","64400","672618","2023-05-05","1","528.88"
"584","64400","672688","2023-05-10","1","123.3"
"585","64400","672934","2023-05-14","1","123.3"
"586","64400","672938","2023-05-13","1","176.8"
"587","64400","672942","2023-05-13","1","123.3"
"588","64400","672946","2023-05-12","1","144"
"589","64400","672954","2023-05-11","1","123.3"
"590","64400","672958","2023-05-12","1","123.3"
"591","64400","672962","2023-05-11","1","432"
"592","64400","672982","2023-05-13","1","131.6"
"593","64400","672986","2023-05-11","1","318.24"
"594","64400","672993","2023-05-10","1","2523.12"
"595","64400","673079","2023-05-15","1","123.3"
"596","64400","673664","2023-05-16","1","123.3"
"597","64400","674012","2023-05-16","1","340.11"
"598","64400","674367","2023-05-16","1","764.42"
"599","64400","674648","2023-05-23","1","86.6"
"600","64400","674656","2023-05-22","1","123.3"
"601","64400","674869","2023-05-24","1","86.6"
"602","64400","674873","2023-05-25","1","86.6"
"603","64400","674911","2023-05-22","1","187"
"604","64400","674949","2023-05-24","1","144"
"605","64400","675007","2023-05-21","1","123.3"
"606","64400","675011","2023-05-30","1","86.6"
"607","64400","675019","2023-05-25","1","148.72"
"608","64400","675042","2023-05-27","1","123.3"
"609","64400","675100","2023-06-01","1","86.6"
"610","64400","675104","2023-05-31","1","86.6"
"611","64400","675122","2023-05-26","1","86.6"
"612","64400","675459","2023-06-05","1","86.6"
"613","64400","675463","2023-06-02","1","86.6"
"614","64400","675561","2023-06-01","1","79.13"
"615","64400","675565","2023-05-26","1","53"
"616","64400","675621","2023-05-01","1","1805.86"
"617","64400","675625","2023-05-22","1","201.3"
"618","64400","675684","2023-06-07","1","86.6"
"619","64400","675688","2023-06-06","1","86.6"
"620","64400","675934","2023-06-06","1","68.38"
"621","64400","676010","2023-06-08","1","86.6"
"622","64400","676014","2023-06-09","1","86.6"
"623","64400","676018","2023-06-12","1","86.6"
"624","64400","676022","2023-06-13","1","86.6"
"625","64400","676026","2023-06-11","1","144"
"626","64400","676298","2023-06-14","1","86.6"
"627","64400","676336","2023-06-15","1","86.6"
"628","64400","676340","2023-06-13","1","153.5"
"629","64400","676714","2023-06-16","1","86.6"
"630","64400","676877","2023-06-16","1","379.32"
"631","64400","676890","2023-06-09","1","173"
"632","64400","676894","2023-06-13","1","213.3"
"633","64400","676991","2023-06-20","1","86.6"
"634","64400","679413","2023-06-21","1","144"
"635","64400","679428","2023-06-22","1","86.6"
"636","64400","679432","2023-06-23","1","86.6"
"637","64400","679440","2023-06-22","1","256.11"
"638","64400","679735","2023-06-22","1","148.72"
"639","64400","679769","2023-06-26","1","86.6"
"640","64400","679773","2023-06-21","1","86.6"
"641","64400","679851","2023-06-22","1","326.27"
"642","64400","679905","2023-06-27","1","240"
"643","64400","679909","2023-06-28","1","86.6"
"644","64400","679913","2023-06-27","1","86.6"
"645","64400","679966","2023-06-23","1","525.91"
"646","64400","680592","2023-06-29","1","86.6"
"647","64400","680596","2023-06-30","1","86.6"
"648","64400","680931","2023-06-27","1","210.89"
"649","64400","681042","2023-07-05","1","144"
"650","64400","681046","2023-07-05","1","86.6"
"651","64400","681050","2023-07-06","1","86.6"
"652","64400","681070","2023-07-05","1","595.6"
"653","64400","681160","2023-07-07","1","86.6"
"654","64400","681272","2023-07-10","1","86.6"
"655","64400","681585","2023-07-11","1","86.6"
"656","64400","682026","2023-07-12","1","86.6"
"657","64400","682030","2023-07-13","1","86.6"
"658","64400","682042","2023-07-12","1","192"
"659","64400","682046","2023-07-12","1","915.19"
"660","64400","682106","2023-07-12","1","767.13"
"661","64400","682110","2023-07-10","1","525.15"
"662","64400","682191","2023-07-17","1","86.6"
"663","64400","682195","2023-07-14","1","86.6"
"664","64400","682241","2023-07-17","1","704.79"
"665","64400","682255","2023-07-18","1","86.6"
"666","64400","682269","2023-07-19","1","86.6"
"667","64400","682308","2023-07-20","1","86.6"
"668","64400","682312","2023-07-19","1","216"
"669","64400","682330","2023-07-19","1","494.36"
"670","64400","682897","2023-07-21","1","86.6"
"671","64400","683056","2023-07-24","1","86.6"
"672","64400","683112","2023-07-25","1","86.6"
"673","64400","683217","2023-07-26","1","86.6"
"674","64400","683459","2023-07-28","1","86.6"
"675","64400","683463","2023-07-27","1","86.6"
"676","64400","683516","2023-07-27","1","704.19"
"677","64400","683569","2023-07-31","1","86.6"
"678","64400","683573","2023-07-27","1","107.24"
"679","64400","683597","2023-07-31","1","150.63"
"680","64400","683604","2023-08-01","1","86.6"
"681","64400","683608","2023-07-31","1","168"
"682","64400","683659","2023-08-02","1","86.6"
"683","64400","683777","2023-08-03","1","86.6"
"684","64400","683817","2023-08-02","1","103.99"
"685","64400","683980","2023-08-04","1","165.81"
"686","64400","684030","2023-08-04","1","86.6"
"687","64400","684034","2023-08-07","1","86.6"
"688","64400","684424","2023-08-07","1","168"
"689","64400","684428","2023-08-08","1","86.6"
"690","64400","684936","2023-08-15","1","86.6"
"691","64400","684940","2023-08-14","1","86.6"
"692","64400","684944","2023-08-11","1","86.6"
"693","64400","684948","2023-08-12","1","86.6"
"694","64400","684952","2023-08-10","1","86.6"
"695","64400","684956","2023-08-09","1","86.6"
"696","64400","684968","2023-08-12","1","216"
"697","64400","685153","2023-08-08","1","1555.24"
"698","64400","685157","2023-08-09","1","66.25"
"699","64400","685161","2023-08-09","1","34.53"
"700","64400","685165","2023-08-08","1","143.24"
"701","64400","685172","2023-08-15","1","349.58"
"702","64400","685257","2023-08-15","1","168"
"703","64400","685265","2023-08-14","1","148.72"
"704","64400","685269","2023-08-16","1","86.6"
"705","64400","685524","2023-08-18","1","86.6"
"706","64400","685528","2023-08-17","1","86.6"
"707","64400","685532","2023-08-16","1","144"
"708","64400","685548","2023-08-13","1","86.6"
"709","64400","685552","2023-08-06","1","86.6"
"710","64400","685560","2023-08-18","1","707.85"
"711","64400","685636","2023-08-21","1","110.1"
"712","64400","685640","2023-08-19","1","86.6"
"713","64400","685648","2023-08-21","1","250.08"
"714","64400","685702","2023-08-18","1","0.55"
"715","64400","685706","2023-08-22","1","110.1"
"716","64400","685722","2023-08-19","1","72.53"
"717","64400","685846","2023-08-23","1","110.1"
"718","64400","685850","2023-08-22","1","336"
"719","64400","685858","2023-08-21","1","152.58"
"720","64400","685861","2023-08-21","1","357.8"
"721","64400","685885","2023-08-20","1","86.6"
"722","64400","685891","2023-08-23","1","111.12"
"723","64400","685895","2023-08-23","1","411.14"
"724","64400","685924","2023-08-24","1","110.1"
"725","64400","686085","2023-08-25","1","312"
"726","64400","686089","2023-08-27","1","110.1"
"727","64400","686093","2023-08-28","1","110.1"
"728","64400","686097","2023-08-26","1","110.1"
"729","64400","686101","2023-08-25","1","110.1"
"730","64400","686174","2023-08-25","1","509.47"
"731","64400","686181","2023-08-22","1","1842.3"
"732","64400","686185","2023-08-23","1","1267.82"
"733","64400","686253","2023-08-28","1","660.52"
"734","64400","686369","2023-08-28","1","649.41"
"735","64400","686806","2023-09-03","1","110.1"
"736","64400","686810","2023-09-04","1","110.1"
"737","64400","686814","2023-09-02","1","110.1"
"738","64400","686818","2023-09-01","1","110.1"
"739","64400","686822","2023-08-29","1","110.1"
"740","64400","686826","2023-09-04","1","110.1"
"741","64400","686830","2023-08-31","1","110.1"
"742","64400","686854","2023-08-31","1","168"
"743","64400","686858","2023-09-05","1","110.1"
"744","64400","686862","2023-09-05","1","916.68"
"745","64400","686878","2023-08-28","1","262.78"
"746","64400","686882","2023-09-01","1","588.71"
"747","64400","687472","2023-09-11","1","110.1"
"748","64400","687476","2023-09-10","1","110.1"
"749","64400","687480","2023-09-09","1","216.45"
"750","64400","687484","2023-09-08","1","110.1"
"751","64400","687488","2023-09-07","1","110.1"
"752","64400","687492","2023-09-06","1","110.1"
"753","64400","687504","2023-09-05","1","384"
"754","64400","687508","2023-09-08","1","528"
"755","64400","687707","2023-07-12","1","309.23"
"756","64400","687963","2023-09-11","1","972.25"
"757","64400","687970","2023-09-08","1","584.01"
"758","64400","688111","2023-09-12","1","172.02"
"759","64400","688115","2023-09-12","1","348.76"
"760","64400","688119","2023-09-07","1","911.98"
"761","64400","688123","2023-09-07","1","1011.3"
"762","64400","688130","2023-09-06","1","1168.48"
"763","64400","688153","2023-09-14","1","192"
"764","64400","688157","2023-09-16","1","288"
"765","64400","688161","2023-09-08","1","1230.18"
"766","64400","688168","2023-09-14","1","1055.03"
"767","64400","688204","2023-09-18","1","110.1"
"768","64400","688208","2023-09-17","1","110.1"
"769","64400","688212","2023-09-15","1","110.1"
"770","64400","688216","2023-09-13","1","110.1"
"771","64400","688220","2023-09-14","1","110.1"
"772","64400","688224","2023-09-12","1","110.1"
"773","64400","688228","2023-09-16","1","216.45"
"774","64400","688326","2023-09-16","1","830.02"
"775","64400","688333","2023-09-15","1","109.2"
"776","64400","688337","2023-09-14","1","958.25"
"777","64400","688483","2023-09-19","1","110.1"
"778","64400","688487","2023-09-15","1","569.6"
"779","64400","689303","2023-09-21","1","110.1"
"780","64400","689307","2023-09-20","1","110.1"
"781","64400","689311","2023-09-22","1","110.1"
"782","64400","689315","2023-09-21","1","384"
"783","64400","689362","2023-09-21","1","65.75"
"784","64400","689369","2023-09-20","1","113.37"
"785","64400","689373","2023-09-19","1","192.2"
"786","64400","689380","2023-09-20","1","494.3"
"787","64400","689938","2023-09-25","1","110.1"
"788","64400","689942","2023-09-24","1","110.1"
"789","64400","689946","2023-09-23","1","110.1"
"790","64400","689950","2023-09-21","1","777.54"
"791","64400","690247","2023-09-26","1","110.1"
"792","64400","690251","2023-09-25","1","240"
"793","64400","690259","2023-09-22","1","428.28"
"794","64400","690368","2023-09-27","1","252"
"795","64400","690376","2023-09-27","1","110.1"
"796","64400","690702","2023-09-29","1","110.1"
"797","64400","690706","2023-09-28","1","110.1"
"798","64400","690710","2023-09-27","1","401.45"
"799","64400","690809","2023-09-28","1","327.38"
"800","64400","690813","2023-09-28","1","653.69"
"801","64400","690817","2023-09-26","1","169.3"
"802","64400","690821","2023-09-25","1","397.62"
"803","64400","690853","2023-09-30","1","28.5"
"804","64400","690857","2023-10-01","1","110.1"
"805","64400","690861","2023-09-30","1","110.1"
"806","64400","690915","2023-09-29","1","351.54"
"807","64400","690973","2023-10-03","1","110.1"
"808","64400","690977","2023-10-02","1","216"
"809","64400","691015","2023-10-02","1","795.42"
"810","64400","692338","2023-10-10","1","129.1"
